-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,14,8,1,12,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,11,-1,40,40,0,2,36,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,2,37,42,0,38,2,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,14,15,1,1,1,1,15,1,12,-1,0,-1,-1,-1
-1,-1,-1,-1,-1,-1,0,2,-1,0,0,0,2,0,0,40,0,-1,-1,-1
-1,-1,-1,0,0,0,0,2,-1,-1,0,37,2,0,44,45,0,-1,-1,-1
-1,-1,-1,6,1,1,1,15,1,3,0,-1,2,0,45,45,0,0,-1,-1
-1,-1,-1,2,0,41,41,2,36,2,0,-1,2,0,-1,-1,0,0,-1,-1
-1,-1,-1,2,41,38,41,2,0,5,1,1,15,1,3,-1,0,-1,-1,-1
-1,-1,-1,5,1,1,1,4,-1,-1,0,-1,2,0,2,-1,0,-1,-1,-1
-1,-1,-1,0,-1,0,-1,-1,-1,-1,0,0,5,1,4,-1,-1,-1,-1,-1
-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
